261140278944088066	17572408	negative	content
237571817550786563	727519172	neutral	content
237950387846529024	8358972	neutral	content
264256276199010304	562408949	neutral	content
264034022471127042	109171621	neutral	content
tweetID	userID	neutral	content
264217261278130176	418203217	neutral	content
100061423287287808	74368195	neutral	content
100245914714775552	14320586	positive	content
240628203134271488	373699209	positive	content
238411454137655299	129906416	positive	content
258763026524676096	123005267	negative	content
260925968720490496	341340085	positive	content
256446533313130498	501874558	positive	content
264067944458371072	28896087	neutral	content
tweetID	userID	neutral	content
100003775439306752	20274544	neutral	content
192507064885583872	149401554	neutral	content
262989743468457984	14497863	positive	content
tweetID	userID	positive	content
100032821590110209	251467197	positive	content
212498843554676737	359667671	positive	content
258803196921774082	40743645	neutral	content
102525887077040128	102811600	neutral	content
259938171205345280	16952838	positive	content
103111263281881088	121505689	neutral	content
261813525259894784	480055059	negative	content
258895164486062082	93989578	negative	content
176514966499770368	420764116	neutral	content
102629930923339776	36690325	positive	content
259217347573858304	13236772	positive	content
100001038454624257	58160183	negative	content
263716188805283841	26082703	neutral	content
262957009274556416	19683406	positive	content
263924299008704512	283866253	neutral	content
246011852948111360	339010800	positive	content
264148403112517633	34239637	neutral	content
263033339252981760	301721146	neutral	content
264070267867906050	298436056	neutral	content
101550065839124480	159385828	neutral	content
263326353594662913	112490245	neutral	content
tweetID	userID	negative	content
104216608972607488	148181135	positive	content
252342043693678592	11849832	neutral	content
254915097972072448	636827645	neutral	content
259376997690638336	161094215	positive	content
263421303875317761	247931401	negative	content
103430455067545600	146463209	positive	content
101588740299956224	90858590	positive	content
259977602901606400	569464325	neutral	content
264098655152267264	79074331	positive	content
tweetID	userID	negative	content
107114153549901824	209257081	neutral	content
263602699692568577	282545278	positive	content
256762796618952704	157724066	positive	content
110466563903201280	74970409	positive	content
101347912482697216	336179955	neutral	content
172921305107136513	102791195	negative	content
249844104580722689	213522933	positive	content
100137360385249280	30453305	negative	content
263849790591336448	848417731	positive	content
176585828284383232	454672875	neutral	content
261591107106902016	782310506	neutral	content
247669782558687233	78027661	negative	content
255707585934655488	138176188	neutral	content
259406353225891840	311781525	neutral	content
tweetID	userID	neutral	content
258156588332888064	623563	positive	content
tweetID	userID	neutral	content
264094708320595968	275088542	positive	content
261487454454964225	165578840	positive	content
262247797384962049	77637181	neutral	content
tweetID	userID	neutral	content
262444330390798336	17005510	neutral	content
101814905275039744	69508768	negative	content
tweetID	userID	neutral	content
262052118314237952	79601816	neutral	content
101782812151136256	153576434	positive	content
101438889968939008	16397103	negative	content
tweetID	userID	neutral	content
245641095978037248	372545228	neutral	content
263971283690209280	209995842	positive	content
262462782191050752	263270374	positive	content
230787492394201088	26569171	neutral	content
209658021469630464	158862435	positive	content
264104178262102016	534842297	neutral	content
264006216907362304	79489096	neutral	content
247430939624480768	363310209	positive	content
248002296993177601	126024490	positive	content
263791111548588032	602326339	positive	content
264259168419065856	826260889	positive	content
264004841834156032	55784041	neutral	content
100016173130858496	198718067	neutral	content
97769590960033792	234505253	negative	content
264246408385814528	87778228	neutral	content
100607300238180353	169922636	neutral	content
111718815578062848	124004671	positive	content
261268285599907840	76443889	neutral	content
100184521005211648	223148100	positive	content
100032889898532864	97294141	neutral	content
245205778473041920	365599219	negative	content
237887124450463744	92260077	neutral	content
tweetID	userID	negative	content
262493242107494402	307960536	neutral	content
195588830936580096	817503	neutral	content
262288011763523584	165256525	negative	content
258269106518761473	18509396	neutral	content
113726888748384256	16394755	neutral	content
262329817293266945	446476377	neutral	content
262347177588830208	47546320	negative	content
263570249012637696	90929700	neutral	content
tweetID	userID	neutral	content
264136885943812097	123837782	positive	content
259359238776840193	728674076	neutral	content
tweetID	userID	positive	content
221734545760862210	260058951	neutral	content
203656695283597313	160648260	neutral	content
222639754645221378	34564719	positive	content
230788210488377345	140189025	negative	content
243625104515424256	20059090	neutral	content
237501131314581505	514811952	neutral	content
174423831245627393	116036831	neutral	content
260905747418845184	871363542	neutral	content
tweetID	userID	negative	content
262177445644488704	346600792	negative	content
264001507555438592	217509778	neutral	content
263283844860493825	198992878	neutral	content
235176287101124608	64213351	negative	content
110389471295451136	262907164	positive	content
262640765249916928	216393367	neutral	content
tweetID	userID	positive	content
264214691746816000	17165909	negative	content
264053734512926720	37706657	neutral	content
261821970738475008	227637344	positive	content
tweetID	userID	positive	content
tweetID	userID	positive	content
264244722271387648	771437269	positive	content
252182880984379393	391442401	positive	content
226345800261849088	384034628	neutral	content
254598977389985792	476485701	positive	content
264084173407543298	174664473	positive	content
255235361964425216	35441586	neutral	content
108200058473811968	85574636	positive	content
264096361081884672	510441175	positive	content
258294705069113344	158512580	neutral	content
259664591821365248	273793779	positive	content
231019454958559232	346775568	negative	content
251070185480531968	23283299	neutral	content
100155757357576192	106838858	negative	content
107189808840978432	246222514	positive	content
108291720541777921	345521578	negative	content
261945756418707456	66972062	positive	content
263180504017285121	56367543	neutral	content
259416408981643265	19795883	positive	content
264211558014529536	125459927	neutral	content
101060074771984384	53572999	neutral	content
257025945578381312	106935473	positive	content
258334156705116160	80136311	positive	content
263963495387783168	26809005	negative	content
261941108458811393	20583736	neutral	content
263455012942934019	388333847	positive	content
263938647852732416	24576488	positive	content
176907848574439424	345965642	negative	content
246643883054866433	801488634	positive	content
255665713581285376	36131421	neutral	content
264244275452198912	169763364	neutral	content
262844713323859968	416460622	negative	content
223442418937233408	466358568	positive	content
tweetID	userID	negative	content
263427789703770112	21245627	positive	content
261239089305624576	437851930	neutral	content
259868508035358720	133446727	neutral	content
258349170107224065	832164745	negative	content
111416468951941120	20042145	positive	content
257858822385831936	344287840	neutral	content
264132276349190146	261836654	neutral	content
167262194898182145	321930538	positive	content
259443837339041792	15612308	positive	content
tweetID	userID	negative	content
102072612821274624	80718764	positive	content
tweetID	userID	positive	content
264218771525349376	220417657	negative	content
256571600353239040	117318947	neutral	content
263225115741925376	892182571	positive	content
100245678009237506	68094466	neutral	content
260223269553192960	22399448	neutral	content
251968610136903680	58898646	positive	content
261023683412369408	342293297	neutral	content
208477432456548353	415482174	positive	content
108072588927975424	14083693	positive	content
103278911231758336	20462947	positive	content
264185984499982336	619682479	neutral	content
240754976501149696	52019048	neutral	content
264223113963773953	455994439	positive	content
tweetID	userID	neutral	content
263502230953529344	265744779	neutral	content
249851779578204161	536949309	neutral	content
109030416631087104	43085350	neutral	content
261971302288601088	468071218	positive	content
263530514827321344	44243885	neutral	content
111824822237011968	240539791	neutral	content
261311818113372160	117938088	positive	content
255690502970671104	18712398	neutral	content
240536779978072065	64220772	neutral	content
tweetID	userID	neutral	content
253870956018294784	239035496	positive	content
260546683685978113	512447452	neutral	content
241625219050123264	41202626	neutral	content
264248524596707328	370243049	positive	content
251706777488461824	83490423	neutral	content
251461604137394177	554658598	neutral	content
tweetID	userID	neutral	content
263039309068767232	339055436	neutral	content
259731395780411393	92567067	positive	content
256740450336141312	259252095	neutral	content
264166045626015744	419982827	neutral	content
264185791692025856	212634966	neutral	content
262587754091794434	852820200	neutral	content
238781296514584576	26904707	positive	content
256209828396011520	806948995	neutral	content
261263045282631680	24822408	positive	content
251399860056625154	371918166	neutral	content
90832477970636801	14780102	neutral	content
111054768922832896	276816155	positive	content
262993403158069248	41461924	neutral	content
100079857446297600	345987405	negative	content
100167495461240833	21791239	neutral	content
200178376756051969	335369972	neutral	content
246995811899162625	465114198	neutral	content
109393614064455680	15462399	neutral	content
247259170401812480	47589102	neutral	content
246446436114366464	563142430	positive	content
258305915575476224	34849288	positive	content
256386883301539841	37772976	neutral	content
106327590406598656	134856692	neutral	content
261698879978872832	171598747	neutral	content
264187943365783552	522679275	positive	content
196603337079132161	21926735	positive	content
100454339935617024	23220608	positive	content
tweetID	userID	positive	content
264191798392545280	27720040	neutral	content
109002569942175744	25185001	neutral	content
tweetID	userID	positive	content
261651020411727872	18915145	positive	content
264156121747558400	918851108	neutral	content
262821087069499392	31645282	positive	content
tweetID	userID	neutral	content
250987416377253889	216182873	negative	content
211489590165512192	335066278	neutral	content
102720594092630016	310287143	neutral	content
258985351098552322	58431354	positive	content
100257844087103488	343682066	neutral	content
250264924255830017	16163639	positive	content
259135606137966593	177603947	positive	content
118167201797775360	227179643	positive	content
262637590782570496	35138154	neutral	content
239781099901960193	15727981	neutral	content
262313128333803520	17831767	negative	content
210209244912422912	382157504	positive	content
261436573617369088	269735799	positive	content
261850409084276736	32509686	positive	content
262468015864545280	348415653	neutral	content
263435082436583424	133970936	positive	content
263338193968037889	26062495	negative	content
248812758102048768	141029253	positive	content
tweetID	userID	positive	content
252148660505305089	524023176	neutral	content
258114833768148992	267317235	neutral	content
100575761072795649	27420655	neutral	content
256411078899159040	241049629	negative	content
251611622672588800	486550931	positive	content
264201880283004928	43563617	negative	content
264186765097713665	307436020	neutral	content
262242778103308289	17530174	positive	content
259138417152118784	273258520	positive	content
264055660864487424	346867096	neutral	content
263882243351666688	42785741	neutral	content
244465903859806208	804531709	neutral	content
262588650859143168	42026170	neutral	content
221260623399493634	287772617	positive	content
263801819589926912	453361422	neutral	content
100031283954061314	74279257	neutral	content
tweetID	userID	negative	content
251395341772009472	80957405	negative	content
256380364044505089	480853196	neutral	content
208043876315963393	25800788	negative	content
264175520743301121	867322196	neutral	content
100757232685301760	67319480	neutral	content
245371544883318784	373098543	positive	content
250842533582761984	398675302	positive	content
264040148344397824	301592597	neutral	content
262377648108498944	9571152	positive	content
111523236113694720	309325348	neutral	content
247724605018619904	595294755	neutral	content
263330648817803266	34725927	positive	content
258379289462968320	494366588	negative	content
262469786653569024	15302717	neutral	content
264140401567477760	379984862	negative	content
196264240993157120	37188908	positive	content
264146264780832768	190178925	negative	content
263686660838002689	187318472	positive	content
230798210409586688	537886482	neutral	content
263074918260961280	33945796	positive	content
264183514176552961	316127177	neutral	content
100047170077605889	56043426	neutral	content
255451593170903040	538335950	positive	content
247708900311330816	226661401	positive	content
264003494422388736	631225392	positive	content
263352502102159360	459183999	positive	content
257127996509528064	192990419	neutral	content
241664946692296704	547313098	neutral	content
260790583344377856	122764385	positive	content
259527246820278274	39637784	positive	content
100576050723033088	153628928	neutral	content
264171912903675904	265372812	positive	content
100049755199111168	173080125	neutral	content
254675916351995905	129093350	neutral	content
247100966829178880	294104655	positive	content
tweetID	userID	positive	content
247857995495665664	200769741	positive	content
100063091018039296	31762749	positive	content
258985992491507713	185915280	neutral	content
105075429332877312	15055813	neutral	content
262477406521151488	185364729	positive	content
263035332000370689	281214260	neutral	content
263059403031322624	69375910	negative	content
106071608774500352	24614134	negative	content
262538466993250306	128180132	positive	content
tweetID	userID	neutral	content
100156280366313472	320282807	positive	content
100141169077530624	340494488	positive	content
100395078731837441	48453336	neutral	content
264120483384008704	533302080	neutral	content
100290340841455616	31941143	neutral	content
157620670237384704	26057364	neutral	content
tweetID	userID	neutral	content
258792856762855424	142250291	neutral	content
262664840324186114	33663855	positive	content
262955896487944193	104051947	neutral	content
216154503219642368	265592137	neutral	content
263711757435011073	68172909	neutral	content
111359975405780992	265712255	positive	content
261463412352090112	276934674	positive	content
223591380969193472	256214746	neutral	content
264204180292517888	211687815	neutral	content
214319901152784384	212311226	positive	content
263923421367377920	219444423	neutral	content
262112147256004610	216655594	positive	content
262159851751370752	262059398	negative	content
tweetID	userID	negative	content
101934779318018048	316414019	neutral	content
tweetID	userID	positive	content
91687000574394370	15515169	neutral	content
101228180899233793	25965199	positive	content
189939715154255872	374070125	neutral	content
262288947823132672	70909521	neutral	content
102677670592118784	59770385	neutral	content
165557445551341568	325679625	positive	content
251536421339410432	154935664	positive	content
tweetID	userID	neutral	content
254063040033615872	30205761	positive	content
262371021275930624	553642348	negative	content
259106335138906112	101671923	positive	content
264019492508663808	755346426	positive	content
262190270219689984	49053573	neutral	content
264065603793469441	144271076	neutral	content
100109953997602816	63002955	neutral	content
261645557607571459	76443889	neutral	content
109287825110863872	21515380	negative	content
262634582824865792	347249167	negative	content
103883705264783360	287201811	neutral	content
222690017397583873	103294432	neutral	content
90969859780919296	253830702	negative	content
259162400392105984	15619589	negative	content
261492130806108160	300270954	neutral	content
tweetID	userID	positive	content
263865406131933185	70525634	negative	content
232606807082819584	584902335	neutral	content
257544455576485888	25418063	positive	content
259741223135371265	442245676	negative	content
263493819968925696	386334480	neutral	content
262377160570961920	137667661	negative	content
261865134509666304	873262134	neutral	content
250730460622229504	137771059	neutral	content
261798529536774144	397148017	neutral	content
110495410191212546	44054247	positive	content
100831428018847744	317283568	neutral	content
261237593100939264	100986964	positive	content
118800010371530753	16204159	neutral	content
264196818223644672	21978301	negative	content
259653008311328769	881674926	neutral	content
248426945921032192	58597992	neutral	content
259513924079190016	18271391	neutral	content
263757171718754304	19423235	negative	content
206053011410272257	504044319	positive	content
172543677833547776	493657602	neutral	content
254272014955728896	861701912	negative	content
258436505637371904	52342916	neutral	content
257768291622346752	475880217	neutral	content
100366302362873857	92158521	neutral	content
100017851246714880	305552952	neutral	content
103368362452721664	17426085	positive	content
245725666711068672	374173016	neutral	content
264218982926655488	51887927	positive	content
264175696979570689	205313165	neutral	content
101103966657581056	16530805	neutral	content
259173416865779712	238744885	positive	content
243129937173827584	596835369	negative	content
232005726078377984	43682702	neutral	content
261620996618981376	306155189	neutral	content
264011728084410369	24144230	neutral	content
253583662044565504	354426745	neutral	content
233963644122185728	15363135	neutral	content
101783736076607488	78569026	neutral	content
261944448370483200	293898549	positive	content
216098777235329024	345548182	positive	content
263331726942691329	70257698	positive	content
tweetID	userID	negative	content
100214778869452800	212711543	positive	content
254100077537284096	383336528	neutral	content
100125117757145088	110720168	negative	content
tweetID	userID	neutral	content
240200698367729665	244058670	neutral	content
230412275557732352	159236396	positive	content
264175859634679810	896479644	positive	content
263917696557670400	40776143	neutral	content
259740383368601600	393230101	neutral	content
102674718359957504	66953542	neutral	content
257262916020088832	18845881	neutral	content
263800475059646464	170772716	neutral	content
262243645208551424	321353408	neutral	content
207883470444314624	403873757	neutral	content
100623896746803200	57432218	positive	content
257581995905921024	406708872	neutral	content
226499790366720000	256743609	neutral	content
253360046057078784	470747187	neutral	content
263138001058664448	606208624	neutral	content
100366625601110017	86862030	neutral	content
264146223991250944	15033158	neutral	content
tweetID	userID	positive	content
247486322334392320	69434244	neutral	content
101451079404892160	69896660	positive	content
263704789186117635	38615758	positive	content
256865726114172928	594545988	neutral	content
105076027692302336	312330467	positive	content
260485400345325571	191590676	positive	content
tweetID	userID	positive	content
264156172909674496	459781505	positive	content
264094158912892928	28998607	neutral	content
263566971419893760	413027103	negative	content
101738132487151616	96603449	neutral	content
109318249514143744	21714886	negative	content
242546193559851008	109682493	neutral	content
194863046068408320	437573505	neutral	content
260805481994543104	900232124	neutral	content
264188431108829184	882653786	positive	content
112973538918535168	371917456	neutral	content
261563103093870592	73524592	neutral	content
tweetID	userID	positive	content
100137775965282304	31219443	neutral	content
104380375945576448	251477467	neutral	content
252521685402652672	855105456	neutral	content
117260128637566978	102284562	neutral	content
tweetID	userID	positive	content
243532170847731713	445019219	neutral	content
260795654488592387	220164484	neutral	content
264199647298465793	355938183	neutral	content
262530199344783361	395663968	neutral	content
100032812601716736	154414540	positive	content
264207077793206272	127083166	neutral	content
264046621245988864	455353894	positive	content
220074049089441793	488889476	neutral	content
263746762903281666	150146062	neutral	content
tweetID	userID	neutral	content
250639672290725888	741810102	neutral	content
264133339185823745	317126349	negative	content
104017879887917056	83774718	positive	content
236937024748277760	16550142	neutral	content
252498023983235073	96871753	negative	content
259085020449349633	166666099	positive	content
111419511248400384	252260395	neutral	content
246876042483089408	756783632	negative	content
223236843628535809	268071697	positive	content
224572951947771904	174592946	neutral	content
256025706427994112	226548823	neutral	content
101450572363857921	14918147	positive	content
tweetID	userID	positive	content
263936180071038977	489830007	neutral	content
263917988711907328	224923472	neutral	content
101347221018128386	52970544	neutral	content
tweetID	userID	negative	content
262618255888359425	43440489	neutral	content
245532165637545985	34014706	negative	content
111477260451713025	26254037	positive	content
tweetID	userID	positive	content
tweetID	userID	neutral	content
258887925075410944	37007849	positive	content
258472909322993664	420021968	neutral	content
261276283856617472	383546445	neutral	content
tweetID	userID	positive	content
101134998102487040	174388419	positive	content
tweetID	userID	negative	content
258670735831216131	317403977	neutral	content
220817825604964352	284518789	neutral	content
262905551233613824	141049123	neutral	content
100244764120719360	280976916	negative	content
263301075099062272	340174467	positive	content
247350652244721664	123417995	positive	content
211605327265808384	527694662	neutral	content
100046864652574720	38335522	positive	content
262778055402090496	22513829	neutral	content
111477070957260800	40091823	neutral	content
258995547472547840	29559079	neutral	content
256408078101123072	130182105	negative	content
262131368509718528	71365101	neutral	content
261280074014269440	239443654	neutral	content
